annotation.is_fraud,annotation.fraud_type,annotation.fraud_labels.transaction_upi_fraud,annotation.fraud_labels.transaction_card_fraud,annotation.fraud_labels.transaction_bank_transfer,annotation.fraud_labels.commerce_nondelivery,annotation.fraud_labels.commerce_fake_seller,annotation.fraud_labels.credential_phishing,annotation.fraud_labels.social_authority_scam,annotation.fraud_labels.social_urgency_scam,annotation.fraud_labels.meta_victim_story,annotation.fraud_labels.meta_fraud_question,annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.amount_mentioned,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,annotation.key_features.amount_normalized,annotation.key_features.has_amount
1,commerce,0,1,0,0,0,0,0,0,0,0,bank,email,ignored_emails,payment,fraternity,"$1,500",USD,0.8,0.8,0.6,0.4,0.2,1500.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,district_court,pursued_legal_action,compensation,government,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,sms,sent_money,payment,none,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,deposited_money,investment,unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,clicked_link,payment,paypal,200,unknown,1.0,1.0,1.0,1.0,0.0,200.0,1
1,transaction,0,1,0,0,0,0,0,1,0,0,bank,website,sent_money,payment,none,270,unknown,1.0,1.0,0.0,0.0,0.0,270.0,1
1,none,0,0,0,0,0,0,0,0,0,0,upi,unknown,none,none,bank,unknown,unknown,0.0,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,email,sent_money,payment,none,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,unknown,18000,unknown,0.9,1.0,1.0,0.0,0.0,18000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,installed_app,payment,individual,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,phone,none,transaction,bank,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,clicked_link,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,app,sent_money,payment,none,210,unknown,0.5,1.0,1.0,0.0,0.0,210.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,individual,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,telegram,sent_money,payment,hacker,300,unknown,1.0,1.0,1.0,0.0,0.0,300.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,card,telegram,sent_money,payment,unknown,"500, 1500, 2500",INR,0.9,1.0,1.0,0.0,0.0,500.0,1
1,meta,0,0,0,0,0,0,0,0,1,0,unknown,email,none,notification,meta,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,sent_money,transaction,unknown,unknown,unknown,0.5,1.0,1.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,website,sent_money,payment,unknown,1000,INR,0.5,1.0,0.0,0.0,0.0,1000.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,website,sent_money,payment,company,unknown,unknown,0.5,1.0,0.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,1,1,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,1,0,0,0,0,0,1,0,upi,phone,sent_money,loan,bank,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,email,clicked_link,verification,instagram,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,meta,0,0,0,0,0,0,0,0,1,0,unknown,website,none,none,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,1,0,0,0,0,0,1,0,card,phone,sent_money,payment,individual,20000,INR,0.5,1.0,0.0,0.0,0.0,20000.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,clicked_link,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,website,none,none,none,unknown,unknown,0.0,0.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,website,sent_money,commerce,company,128,USD,0.5,1.0,1.0,0.0,0.0,128.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,unknown,sent_money,payment,none,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,$60/hr,USD,1.0,1.0,0.0,1.0,0.0,60.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,3000,CAD,1.0,1.0,1.0,1.0,0.0,3000.0,1
1,social_engineering,0,0,0,0,0,1,1,1,0,0,crypto,phone,shared_credentials,none,crypto.com,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,sms,none,none,unknown,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,clicked_link,job,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,1,0,unknown,none,none,none,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,sent_money,payment,none,2000,unknown,0.8,1.0,1.0,0.0,0.0,2000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,social_media,sent_money,payment,unknown,$200,USD,0.0,1.0,1.0,0.0,0.0,200.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,unknown,unknown,unknown,0.95,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,unknown,sent_money,transaction,none,hundreds of thousands of dollars,USD,0.9,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,email,clicked_link,credential,hacker,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,meta,0,0,0,0,0,0,1,0,0,0,unknown,social_media,none,none,government,unknown,unknown,0.5,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,phone,none,verification,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,telegram,none,payment,legitimate_financial_services,$100,USD,1.0,1.0,0.0,1.0,0.0,100.0,1
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,sms,none,none,individual,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,transaction,unknown,5000,USD,1.0,1.0,1.0,0.0,0.0,5000.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,company,140000,USD,0.8,1.0,1.0,1.0,0.0,140000.0,1
1,social_engineering,0,0,0,0,0,0,1,0,0,0,unknown,social_media,none,none,development_authority,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,email,sent_money,payment,bank,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,1,1,0,0,crypto,website,sent_money,loan,crypto_company,$150k,USD,1.0,1.0,1.0,1.0,0.0,150.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,none,10000 INR,INR,0.8,1.0,1.0,0.0,0.0,10000.0,1
1,transaction,0,0,1,0,0,0,0,1,1,0,bank,sms,sent_money,payment,company,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,1,1,0,card,app,installed_app,transaction,unknown,unknown,USD,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,payment,company,1100,INR,0.8,1.0,1.0,1.0,0.0,1100.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,individual,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,paid,payment,company,48656,INR,0.7,1.0,0.0,1.0,0.0,48656.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,none,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,telegram,sent_money,transaction,none,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,1,0,1,1,0,0,unknown,email,sent_money,payment,police,1770,EUR,0.9,1.0,1.0,1.0,0.0,1770.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,social_media,sent_money,payment,company,3500,unknown,1.0,1.0,0.0,1.0,0.0,3500.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,unknown,sent_money,payment,none,800-1000 rupees,INR,0.5,1.0,1.0,0.0,0.0,800.0,1
1,transaction,0,1,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,website,sent_money,transaction,company,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,unknown,sent_money,payment,none,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,social_media,sent_money,payment,individual,100,USD,0.5,1.0,0.0,0.0,0.0,100.0,1
1,transaction,0,0,1,0,0,0,1,1,0,0,bank,phone,sent_money,transaction,government,$6k,USD,0.9,1.0,1.0,1.0,0.0,6.0,1
1,transaction,1,0,0,0,0,0,0,1,1,0,upi,website,sent_money,payment,none,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,unknown,email,none,commerce,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,social_media,none,none,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,advanced,0,0,0,0,0,0,0,0,1,0,crypto,website,none,none,unknown,7661952,USDT,0.8,1.0,1.0,0.0,0.0,7661952.0,1
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,email,none,none,federal_court_system,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,sms,sent_money,payment,unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,commerce,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,commerce,none,53,EUR,0.8,1.0,1.0,0.0,0.0,53.0,1
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,website,none,credential,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,sent_money,payment,none,10,EUR,0.5,1.0,0.0,0.0,0.0,10.0,1
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,phone,none,transaction,unknown,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,0,1,0,0,0,0,0,bank,phone,paid_out_of_pocket,repair,car_dealer,1071.98,USD,0.5,1.0,1.0,0.0,0.0,1071.98,1
1,social_engineering,0,0,0,1,0,0,0,0,0,0,unknown,email,none,nondelivery,google_mailer_daemon,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,video_call,joined_group,none,professor_stephen_beard,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,unknown,sent_money,transaction,company,"Rs 1,000 crore",INR,0.9,1.0,0.0,0.0,0.0,1000.0,1
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,social_media,sent_money,none,individual,1000 to 2000 US dollars,USD,1.0,1.0,0.0,0.0,0.0,1000.0,1
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,sms,clicked_link,none,ups,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,clicked_link,payment,none,unknown,unknown,0.0,0.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,1,0,bank,email,none,transaction,bank,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,telegram,sent_money,payment,unknown,13k USD,USD,0.9,1.0,1.0,0.0,0.0,13.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,payment,company,$800,USD,0.5,1.0,1.0,1.0,0.0,800.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,phone,none,transaction,paypal,349.99,USD,0.8,1.0,0.0,1.0,0.0,349.99,1
0,none,0,0,0,1,0,0,0,0,0,0,unknown,website,clicked_link,commerce,none,unknown,unknown,0.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,payment,company,$20,USD,0.5,1.0,1.0,1.0,0.0,20.0,1
1,transaction,0,1,0,0,0,0,0,1,0,0,card,phone,shared_credentials,verification,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,800,GBP,1.0,1.0,0.0,1.0,0.0,800.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,meta,0,0,0,0,0,0,0,0,1,0,unknown,unknown,none,none,none,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,none,900,INR,1.0,1.0,1.0,0.0,0.0,900.0,1
1,commerce,0,0,0,0,1,0,0,0,0,0,unknown,website,clicked_link,commerce,none,unknown,unknown,0.5,1.0,1.0,0.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,unknown,sent_money,payment,company,unknown,unknown,0.0,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,email,none,credential,individual,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,website,clicked_link,none,none,unknown,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,website,sent_money,payment,company,300,INR,1.0,1.0,0.0,1.0,0.0,300.0,1
0,none,0,0,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,50,USD,0.0,1.0,0.0,0.0,0.0,50.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,website,clicked_link,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,1,0,upi,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,clicked_link,verification,microsoft,unknown,unknown,0.5,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,payment,none,$75,USD,0.8,1.0,0.0,0.0,0.0,75.0,1
1,commerce,0,0,0,0,0,0,0,0,0,0,unknown,phone,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,1,0,0,crypto,app,installed_app,none,individual,unknown,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,telegram,sent_money,payment,unknown,5,USD,0.8,1.0,0.0,0.0,0.0,5.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,payment,none,500,USD,0.8,1.0,0.0,0.0,0.0,500.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,verification,twitter_agent,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,none,2900,unknown,0.5,1.0,1.0,0.0,0.0,2900.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,commerce,company,70,unknown,0.5,1.0,0.0,1.0,0.0,70.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,transaction,company,100000,XRP,0.8,1.0,0.0,1.0,0.0,100000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,unknown,sent_money,payment,none,"$1,400",USD,0.9,1.0,0.0,0.0,0.0,1400.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,clicked_link,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,card,website,clicked_link,payment,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,email,none,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,clicked_link,none,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,none,transaction,unknown,1000,USD,0.8,1.0,1.0,0.0,0.0,1000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,linked_wallet,payment,individual,2000,unknown,1.0,1.0,1.0,0.0,0.0,2000.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,app,installed_app,commerce,company,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,website,sent_money,payment,bank,unknown,unknown,0.5,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,moving_company,685,EUR,0.9,1.0,0.0,0.0,0.0,685.0,1
1,advanced,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,none,1000,INR,0.8,1.0,0.0,0.0,0.0,1000.0,1
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,sms,shared_credentials,verification,instagram,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,social_media,sent_money,payment,company,$100,USD,1.0,1.0,0.0,0.0,0.0,100.0,1
1,pig_butchering,0,0,0,0,0,0,1,1,0,0,unknown,telegram,none,none,none,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,website,deposited_funds,payment,e_commerce_platform,$4.5K,USD,0.8,1.0,0.0,0.0,0.0,4.5,1
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,telegram,sent_money,payment,none,7000,USD,1.0,1.0,0.0,0.0,0.0,7000.0,1
1,transaction,0,0,1,0,0,0,0,1,1,0,bank,phone,sent_money,payment,none,$150,USD,1.0,1.0,0.0,0.0,0.0,150.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,discussion,unknown,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,payment,individual,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,social_media,sent_money,payment,none,300,USD,0.8,1.0,0.0,0.0,0.0,300.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,clicked_link,transaction,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,company,150000,INR,0.8,1.0,1.0,0.0,0.0,150000.0,1
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,sms,none,credential,company,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,none,payment,unknown,75,USD,0.0,0.0,0.0,0.0,0.0,75.0,1
1,credential,0,0,0,0,0,0,0,0,0,0,unknown,email,shared_credentials,none,unknown,unknown,unknown,0.0,1.0,1.0,0.0,0.0,,0
1,commerce,0,1,0,0,0,0,0,0,0,0,crypto,website,deposited_money,transaction,crypto_exchange,unknown,unknown,0.0,0.0,1.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,1,1,0,1,upi,phone,sent_money,payment,flipkart_agency,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,0,0,0,0,0,0,0,card,sms,clicked_link,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,sms,sent_money,payment,individual,202525,INR,1.0,1.0,1.0,0.0,0.0,202525.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,gift_card,store,purchased,payment,target,$100,USD,0.8,1.0,1.0,1.0,0.0,100.0,1
1,transaction,1,0,0,0,0,0,0,1,0,0,upi,website,sent_money,payment,exchange,1500,unknown,1.0,1.0,1.0,0.0,0.0,1500.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,website,paid,commerce,company,1515,INR,0.8,1.0,1.0,1.0,0.0,1515.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,unknown,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,email,none,none,none,none,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,unknown,sent_money,payment,company,10000,unknown,0.8,1.0,0.0,1.0,0.0,10000.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,card,website,sent_money,payment,company,unknown,unknown,0.0,0.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,clicked_link,transaction,company,$70 million,USD,0.8,1.0,0.0,1.0,0.0,70000000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,disputed,payment,merchant,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,deposited_money,payment,none,"$80, $100, $300, $770, $2,300",USD,0.9,1.0,1.0,0.0,0.0,80.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,social_media,sent_money,payment,individual,5000,INR,0.8,1.0,1.0,0.0,0.0,5000.0,1
1,transaction,0,1,1,0,0,0,0,0,0,0,card,email,paid,payment,none,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,upi,phone,installed_app,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,transaction,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,1,0,0,upi,phone,sent_money,payment,none,280,INR,1.0,1.0,0.0,0.0,0.0,280.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,linked_wallet,payment,individual,2000,unknown,1.0,1.0,1.0,0.0,0.0,2000.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,1,0,unknown,app,installed_app,commerce,company,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,phone,paid,transaction,none,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,1,0,0,0,0,bank,app,clicked_link,transaction,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,commerce,0,0,0,0,0,0,0,0,0,0,unknown,website,clicked_photographs,none,amazon_india,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,unknown,social_media,clicked_link,transaction,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,shared_credentials,verification,bank,unknown,unknown,0.5,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,telegram,sent_money,payment,senator_kelly_loeffler_or_an_investment_group,"$4,700",USD,1.0,1.0,1.0,1.0,0.0,4700.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,none,abraham_davidson_law_firm,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
